brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,price_per_mile,has_accident,is_automatic
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,99000,8,4422.222222222223,2.487437185929648,0,1
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,40100,6,17714.285714285714,0.3233870967741935,0,1
Tesla,Model 3 Base,2022,12080,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,36750,3,3020.0,3.0422185430463577,0,1
Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69500,7,4912.5,1.7684478371501273,0,0
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,–,At least 1 accident or damage reported,Yes,29000,6,7285.714285714285,0.5686274509803921,1,0
Rivian,R1S Adventure Package,2023,250,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,97500,2,83.33333333333333,390.0,0,1
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,35999,8,7444.444444444444,0.5372985074626866,0,1
INFINITI,QX60 Base,2014,95400,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,14195,11,7950.0,0.14879454926624738,0,1
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,11000,12,10537.76923076923,0.08029724580446891,0,1
Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,55000,3,989.75,13.892397069967164,0,1
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,31000,5,7916.666666666667,0.6526315789473685,0,1
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,13000,20,8413.857142857143,0.07357477177671755,1,1
Tesla,Model 3 Performance,2021,33000,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,55000,4,6600.0,1.6666666666666667,0,1
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27500,11,2883.3333333333335,0.7947976878612717,0,0
RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,34000,11,7041.666666666667,0.40236686390532544,0,1
Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,White,None reported,Yes,37500,3,9025.0,1.0387811634349031,0,1
Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000,10,8384.09090909091,0.18433179723502305,1,1
Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,25695,5,2916.6666666666665,1.4682857142857142,0,1
Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,6000,14,7621.533333333334,0.052482877461228275,0,1
Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,27500,11,7666.666666666667,0.29891304347826086,0,1
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,None reported,Yes,29998,7,3628.125,1.0335228251507322,0,1
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,65000,4,3400.0,3.823529411764706,0,0
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,13000,10,8770.545454545454,0.1347485384966209,0,1
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127,4,7262.2,1.077552256891851,0,1
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000,9,5684.2,0.6157418810034834,0,0
Nissan,Murano SV,2021,23677,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Sunset Drift Chromaflair,Graphite,None reported,Yes,29510,4,4735.4,1.2463572243105123,0,1
Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,31700,5,4556.666666666667,1.1594732991953183,0,1
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,None reported,Yes,41986,5,4362.833333333333,1.6039271115865072,0,1
Pontiac,Solstice GXP,2009,122348,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,10000,16,7196.941176470588,0.08173407002975121,1,1
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,22500,10,8909.09090909091,0.22959183673469388,0,0
Tesla,Model 3 Standard Range Plus,2019,32300,Gasoline,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29000,6,4614.285714285715,0.8978328173374613,0,1
MINI,Countryman Cooper S,2019,18997,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,26750,6,2713.8571428571427,1.408117071116492,0,0
Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,67995,9,4035.0,1.6851301115241635,0,1
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Brown,None reported,Yes,14300,14,10457.066666666668,0.09116642015606671,0,1
Bentley,Continental GT GT Speed,2022,1919,Gasoline,12 Cylinder Engine,8-SPEED A/T,Granite,Porpoise,None reported,Yes,289991,3,479.75,151.1156852527358,0,1
BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,46000,8,6863.666666666667,0.7446619073057809,0,0
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,22000,14,4966.666666666667,0.2953020134228188,0,0
Jeep,Compass Sport,2016,99000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000,9,9900.0,0.050505050505050504,1,1
INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15000,17,3527.5555555555557,0.2362353534080887,0,0
Ford,F-150 XLT,2022,18465,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,Yes,47500,3,4616.25,2.5724343352288113,0,1
Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,72995,18,2243.9473684210525,1.7120910050428053,0,0
INFINITI,G35 Base,2005,99000,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,18900,20,4714.285714285715,0.19090909090909092,0,0
Chrysler,300C Base,2013,87500,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,13750,12,6730.7692307692305,0.15714285714285714,0,1
Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,6800,18,7263.1578947368425,0.04927536231884058,0,1
Lexus,IS 300 Base,2018,70891,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28995,7,8861.375,0.4090081956806929,0,0
Buick,Enclave Essence,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,29444,5,9233.833333333334,0.5314513654495244,1,1
BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,89995,3,803.25,28.00964830376595,0,1
Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,21999,20,6776.857142857143,0.15458071588178254,1,0
Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,36740,12,4076.923076923077,0.6932075471698114,0,1
Hyundai,Elantra SE,2014,120250,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7500,11,10020.833333333334,0.062370062370062374,0,1
Porsche,Macan S,2015,72329,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,29500,10,6575.363636363636,0.4078585353039583,0,1
Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,9995,18,8089.0526315789475,0.06503266272805351,0,1
Tesla,Model 3 Long Range,2021,32670,Gasoline,Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,37000,4,6534.0,1.13253749617386,0,1
Ford,Transit-350 Base,2018,235000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18000,7,29375.0,0.07659574468085106,0,1
Rivian,R1T Launch Edition,2022,8681,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,82000,3,2170.25,9.445916369081903,0,1
Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,18000,13,7028.571428571428,0.18292682926829268,0,1
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,46500,2,466.6666666666667,33.214285714285715,0,1
Tesla,Model 3 Mid Range,2018,32000,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,29999,7,4000.0,0.93746875,0,1
Ford,F-250 Base,1997,92800,Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,9000,28,3200.0,0.09698275862068965,0,1
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,130000,4,15030.2,1.7298505675240516,0,1
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,Yes,12500,17,5222.222222222223,0.13297872340425532,0,0
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,18700,11,5612.5,0.27765404602821087,1,1
BMW,M3 Base,2001,66500,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,21000,24,2660.0,0.3157894736842105,0,0
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,14500,11,5884.333333333333,0.20534753299722427,0,1
Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11500,18,5927.894736842105,0.10210423510609962,1,1
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,6499,11,10392.083333333334,0.05211499137965599,0,1
BMW,M240 i,2018,61000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,34000,7,7625.0,0.5573770491803278,1,0
RAM,3500 SLT,2017,157272,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,32999,8,17474.666666666668,0.2098212014853248,1,1
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,20399,10,7636.363636363636,0.2428452380952381,0,1
Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,47500,5,4663.5,1.6975805010542868,0,1
Bentley,Continental GT Base,2009,18000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,63000,16,1058.8235294117646,3.5,0,1
Tesla,Model 3 Long Range,2019,27123,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,38200,6,3874.714285714286,1.4083987759466137,0,1
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,83900,4,610.6,27.481166066164427,0,0
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,19000,10,5477.363636363636,0.31534746311264544,1,1
Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,28000,4,1018.6,5.497741998821913,0,0
Bentley,Bentayga W12 Signature,2018,31875,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,115785,7,3984.375,3.632470588235294,0,1
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,7000,20,8367.714285714286,0.039835649491810926,0,1
BMW,M6 Base,2015,17900,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,59900,10,1627.2727272727273,3.346368715083799,0,0
GMC,Yukon SLT,2015,142792,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,22999,10,12981.09090909091,0.16106644629951258,0,1
BMW,750 iL,2001,53814,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,11800,24,2152.56,0.21927379492325416,0,1
Toyota,Tundra Limited,2010,89400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,26900,15,5587.5,0.30089485458612975,0,1
Chrysler,300C Base,2007,86000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,15000,18,4526.315789473684,0.1744186046511628,0,1
smart,ForTwo Pure,2008,61595,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,5000,17,3421.9444444444443,0.08117542008279893,0,1
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,38000,7,9250.0,0.5135135135135135,1,1
Hummer,H2 Base,2004,130000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16500,21,5909.090909090909,0.12692307692307692,1,1
BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,29000,10,7818.181818181818,0.3372093023255814,1,1
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,7500,17,7811.111111111111,0.05334281650071124,0,1
Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,27900,7,3441.5,1.0133662647101556,0,1
Ford,Focus SE,2017,91000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,12500,8,10111.111111111111,0.13736263736263737,0,1
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,28500,11,5250.0,0.4523809523809524,0,1
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Green,Beige,None reported,Yes,49999,3,2625.0,4.761809523809524,0,1
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,Gray,Black,None reported,Yes,21500,11,6256.083333333333,0.2863879157619917,0,1
Jeep,Wrangler Sahara,2008,140000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,At least 1 accident or damage reported,Yes,9000,17,7777.777777777777,0.06428571428571428,1,1
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,30500,6,4328.571428571428,1.0066006600660067,0,1
Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,4200,16,8176.470588235294,0.030215827338129497,0,1
Hummer,H3 Base,2006,118000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17900,19,5900.0,0.15169491525423728,0,1
BMW,i8 Base,2015,51000,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,53000,10,4636.363636363636,1.0392156862745099,0,0
Cadillac,XLR Base,2009,69423,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,36500,16,4083.705882352941,0.5257623554153522,0,1
Lincoln,MKZ Select,2017,52284,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500,8,5809.333333333333,0.23907887690306787,1,1
Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4000,19,5561.4,0.035962167799474955,1,1
Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,49900,6,7471.428571428572,0.9541108986615678,0,0
Nissan,Titan SL,2021,95993,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,White,Black,None reported,Yes,32612,4,19198.6,0.33973310553894553,0,1
Kia,Telluride SX,2022,26716,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,Dark Moss,Black,None reported,Yes,47541,3,6679.0,1.779495433448121,0,1
Chevrolet,Tahoe RST,2023,39517,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,At least 1 accident or damage reported,Yes,67190,2,13172.333333333334,1.7002808917680998,1,1
Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,41000,6,4514.285714285715,1.2974683544303798,0,0
BMW,330 i,2017,83298,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,18300,8,9255.333333333334,0.21969314989555572,0,1
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,31599,8,10579.111111111111,0.33188043523925553,0,1
Porsche,911 Carrera,2010,61600,Gasoline,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,51750,15,3850.0,0.8400974025974026,0,1
INFINITI,QX56 Base,2011,130921,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Beige,None reported,Yes,12000,14,8728.066666666668,0.0916583283048556,0,0
RAM,2500 Tradesman,2020,41000,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,None reported,Yes,45515,5,6833.333333333333,1.1101219512195122,0,1
BMW,840 i xDrive,2024,1500,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,90000,1,750.0,60.0,0,1
MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,17390,8,8883.333333333334,0.21751094434021262,0,1
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,95000,4,6300.0,3.015873015873016,0,1
Audi,R8 5.2 V10 plus,2017,61000,Gasoline,610.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,140000,8,6777.777777777777,2.2950819672131146,0,0
RAM,2500 Big Horn,2021,45867,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,Yes,43449,4,9173.4,0.9472823598665707,0,1
Porsche,911 Carrera 4,2014,22700,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,85500,11,1891.6666666666667,3.7665198237885464,1,0
Bentley,Continental GT Base,2009,43000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,48500,16,2529.4117647058824,1.127906976744186,0,1
Toyota,Tundra SR5,2015,99000,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,27000,10,9000.0,0.2727272727272727,0,1
Toyota,4Runner SR5,2006,135000,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,16900,19,6750.0,0.12518518518518518,0,1
Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000,6,6571.428571428572,0.6304347826086957,1,1
Ford,Focus SE,2014,79615,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,None reported,Yes,10995,11,6634.583333333333,0.1381021164353451,0,1
BMW,M5 Base,2021,13250,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Aragon Brown,None reported,Yes,86900,4,2650.0,6.558490566037736,0,1
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60500,6,5885.714285714285,1.4684466019417475,0,0
Cadillac,Escalade ESV Luxury,2016,116500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,30500,9,11650.0,0.26180257510729615,1,1
Acura,NSX Base,1993,75980,–,–,A/T,Silver,Black,None reported,Yes,90200,32,2302.4242424242425,1.1871545143458806,0,1
Chevrolet,Corvette Z06,2018,24059,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,87150,7,3007.375,3.6223450683735816,0,1
Audi,Q5 2.0T Premium Plus,2015,118500,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15400,10,10772.727272727272,0.12995780590717299,1,1
BMW,ALPINA B7 ALPINA B7 xDrive,2020,15097,Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,None reported,Yes,99998,5,2516.1666666666665,6.6237000728621584,0,1
Maserati,Ghibli S Q4,2018,20000,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,43000,7,2500.0,2.15,0,1
BMW,228 Gran Coupe i xDrive,2020,10426,Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,Yes,30798,5,1737.6666666666667,2.9539612507193556,0,1
